epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7727937698364258,0.563275933265686,0.8028290867805481,0.9178217649459839,0.8861047625541687,0.2694006860256195,0.8840579986572266,0.9682539701461792
1,0.9185763001441956,0.20539647340774536,0.9331619739532471,0.9584158658981323,0.9316628575325012,0.18355949223041534,0.9279279112815857,0.9809523820877075
2,0.9349098205566406,0.16047105193138123,0.9530993700027466,0.959075927734375,0.9407745003700256,0.16371746361255646,0.930059552192688,0.9920634627342224
3,0.9441735744476318,0.14774373173713684,0.9599342942237854,0.9646864533424377,0.9396355152130127,0.14229339361190796,0.9404579997062683,0.9777777791023254
4,0.9529497623443604,0.12602627277374268,0.9667654037475586,0.9696369767189026,0.9441913366317749,0.13812772929668427,0.9381598830223083,0.9873015880584717
5,0.9558751583099365,0.12514832615852356,0.9702872037887573,0.9699670076370239,0.9487471580505371,0.1433769315481186,0.9385307431221008,0.9936507940292358
6,0.9663578867912292,0.09905695915222168,0.9762845635414124,0.9782178401947021,0.9373576045036316,0.19181792438030243,0.923416793346405,0.9952380657196045
7,0.9592881798744202,0.09896070510149002,0.9716638922691345,0.9732673168182373,0.9567198157310486,0.12133250385522842,0.9654088020324707,0.9746031761169434
8,0.9692832827568054,0.08310231566429138,0.9801587462425232,0.9782178401947021,0.965831458568573,0.10105101019144058,0.96875,0.9841269850730896
9,0.9778156876564026,0.06277959048748016,0.9841845035552979,0.9858085513114929,0.9453303217887878,0.15796884894371033,0.9817880988121033,0.9412698149681091
10,0.9804973006248474,0.055989257991313934,0.9864775538444519,0.987128734588623,0.9601366519927979,0.14499567449092865,0.9744816422462463,0.9698412418365479
11,0.9861043095588684,0.04022166505455971,0.9917300939559937,0.9894389510154724,0.9635535478591919,0.14770710468292236,0.9657320976257324,0.9841269850730896
12,0.9907362461090088,0.031183071434497833,0.9930784702301025,0.9943894147872925,0.962414562702179,0.15206636488437653,0.9599383473396301,0.9888888597488403
13,0.9861043095588684,0.042672980576753616,0.9904322028160095,0.9907590746879578,0.9589977264404297,0.17966829240322113,0.9759615659713745,0.9666666388511658
14,0.9856167435646057,0.04370202496647835,0.9901022911071777,0.9904290437698364,0.9510250687599182,0.16788369417190552,0.9696000218391418,0.961904764175415
