epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7040467858314514,0.12949135899543762,0.7422792911529541,0.6621160507202148,0.7596811056137085,0.10831998288631439,0.7779097557067871,0.7460136413574219
1,0.7718186378479004,0.10367982089519501,0.783906877040863,0.755241334438324,0.7767653465270996,0.09639991074800491,0.7912735939025879,0.7642369270324707
2,0.776450514793396,0.09935310482978821,0.786897599697113,0.7642613649368286,0.7528473734855652,0.09718438982963562,0.7682352662086487,0.7437357902526855
3,0.7815699577331543,0.09541784226894379,0.7919999957084656,0.7723062038421631,0.7801822423934937,0.0905311107635498,0.7864643931388855,0.76765376329422
4,0.7991223931312561,0.09154228866100311,0.8054513335227966,0.7852267026901245,0.7255125045776367,0.09444427490234375,0.7337209582328796,0.7186788320541382
5,0.7840077877044678,0.09165459871292114,0.7928624749183655,0.7745002508163452,0.7779043316841125,0.09238946437835693,0.7894117832183838,0.7642369270324707
6,0.8054607510566711,0.08664273470640182,0.8148148059844971,0.7991223931312561,0.7881549000740051,0.08941769599914551,0.7995337843894958,0.7813211679458618
7,0.8059483170509338,0.08662610501050949,0.8116625547409058,0.7974159121513367,0.7915717363357544,0.08743949234485626,0.7992957830429077,0.7756264209747314
8,0.8076547980308533,0.08538073301315308,0.813740074634552,0.7998537421226501,0.785876989364624,0.08730119466781616,0.7990654110908508,0.7790432572364807
9,0.8091174960136414,0.08225882053375244,0.8157764673233032,0.8042418360710144,0.7927107214927673,0.08713395148515701,0.7974537014961243,0.7847380638122559
10,0.8215504884719849,0.08128976076841354,0.8269278407096863,0.8130180239677429,0.7687926888465881,0.09146471321582794,0.7784222960472107,0.7642369270324707
11,0.809605062007904,0.08268535882234573,0.815437912940979,0.8035104870796204,0.8041002154350281,0.09150370210409164,0.8068965673446655,0.7995443940162659
12,0.8208191394805908,0.07937099039554596,0.8269801735877991,0.814480721950531,0.7608200311660767,0.08974189311265945,0.7660070061683655,0.7494305372238159
13,0.8156996369361877,0.07930309325456619,0.8207151889801025,0.8113115429878235,0.7813211679458618,0.08915338665246964,0.7904540300369263,0.7733485102653503
