epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9076060652732849,0.22402088344097137,0.9304969310760498,0.9455445408821106,0.912300705909729,0.19247572124004364,0.927357017993927,0.9523809552192688
1,0.9229643940925598,0.19575926661491394,0.9417317509651184,0.9547854661941528,0.9191343784332275,0.19299103319644928,0.9429476857185364,0.9444444179534912
2,0.9271087050437927,0.18727459013462067,0.9449331760406494,0.9570956826210022,0.9339407682418823,0.17075009644031525,0.9346504807472229,0.976190447807312
3,0.9388103485107422,0.15884090960025787,0.9542334079742432,0.9633663296699524,0.9430524110794067,0.15106672048568726,0.9489164352416992,0.9730158448219299
4,0.9468551874160767,0.1457304060459137,0.958279013633728,0.9702970385551453,0.9396355152130127,0.15209291875362396,0.9351432919502258,0.9841269850730896
5,0.9480741024017334,0.1300942599773407,0.9616519212722778,0.9683168530464172,0.9510250687599182,0.11667566746473312,0.9593114256858826,0.9730158448219299
6,0.947830319404602,0.13635265827178955,0.9622455835342407,0.9673267602920532,0.9521639943122864,0.11806038022041321,0.9537037014961243,0.9809523820877075
7,0.95831298828125,0.11907030642032623,0.9703850150108337,0.9732673168182373,0.9567198157310486,0.11591856181621552,0.977419376373291,0.961904764175415
8,0.9670892357826233,0.09568105638027191,0.9747458100318909,0.9808580875396729,0.9498860836029053,0.13514353334903717,0.9425981640815735,0.9904761910438538
9,0.9666016697883606,0.092894546687603,0.9747292399406433,0.9801980257034302,0.962414562702179,0.10886966437101364,0.9730586409568787,0.9746031761169434
10,0.9685519337654114,0.0835668072104454,0.9760420322418213,0.9815181493759155,0.9487471580505371,0.12531203031539917,0.9725363254547119,0.9555555582046509
11,0.9648951888084412,0.09164842218160629,0.9765521883964539,0.975907564163208,0.962414562702179,0.09406217932701111,0.9686028361320496,0.9793650507926941
12,0.9690394997596741,0.08290395885705948,0.9769963622093201,0.9811881184577942,0.9498860836029053,0.1281546652317047,0.9535603523254395,0.9777777791023254
13,0.9763529896736145,0.07097749412059784,0.9831960201263428,0.9848184585571289,0.9589977264404297,0.1057346910238266,0.964062511920929,0.9793650507926941
14,0.9800097346305847,0.058464910835027695,0.9845496416091919,0.9884488582611084,0.9578587412834167,0.1310804933309555,0.9596899151802063,0.9825396537780762
